a,b,c,d
43.24562845246621,69.09485952136713,6.674371827203387,370.97512177815736
42.696504830731584,108.55030580731818,34.95349652109434,491.4297033133407
52.18555156513018,188.40745211853005,-5.285550962273128,-141.28745135194725
51.83645864148531,180.45199395485557,-10.276458690419673,-114.80199381924628
46.156544038686334,136.3491475609571,-6.246544113276499,-66.49914740037862
45.68724262203822,166.672942491583,5.072757291519231,-101.89294172342488
50.23905523135221,115.16588864610556,-10.739055375512997,-56.555888828120665
47.434067253572856,112.86328966069857,-0.23406678147014048,-41.07328938517247
43.82405864798636,81.82107872141691,6.9659419973003125,487.10892909432755
46.140812274645,105.87440630313786,27.939188398743568,-42.84440614863319
51.265842936464225,72.35328581760263,-2.515842891657371,-18.023284163606554
56.744094229357415,84.83859969366264,144.26590698222012,546.8814124768189
66.26250414269576,230.81109393003925,71.65750147757468,-157.94109344126406
92.62828524786164,158.76447988654712,-2.2282827498531503,-107.0144803506451
92.69929194498522,151.09981699719268,-6.729292233267188,-68.39981684639883
81.73195394099635,104.5868689155516,-1.9119552728376732,-9.226868879086197
79.43035857879038,132.01834612670862,-13.090359000767847,-65.15834548407042
74.84778404738402,104.57376392073921,-13.447784798955581,-38.90376485362464
66.277674324023,85.69480636173105,10.47232593045662,-5.364806276734086
55.05170439124786,78.18572516967396,26.38829803966535,-0.10572552894593912
62.286239334865385,66.82404455210246,-9.176240693818471,9.095954662127369
61.653092809758434,67.85628669918933,4.096908266755406,-0.9862865907984855
60.925963853357516,62.82493389062376,9.694034852309343,14.055067121826475
61.54038003085954,60.767760981882105,16.139619073476965,11.6522394180393
61.398399408017454,58.477188380961394,15.32160011473293,26.50281181785857
54.1538483313241,62.20797361008157,21.57615087811095,94.7420279300958
60.42853563350627,78.10307031931417,10.711464831665495,-4.013069857757415
66.49872043041641,78.34432914758308,-17.96872078625948,-20.88433062911276
65.34321558385838,65.10643844320991,-31.07321543468096,8.22356160017172
54.724755999772135,77.19744302912224,10.155244711124617,100.07255876974412
49.66203867507788,87.83256738762374,15.727962558341162,-17.922568019530914
50.95381745116842,78.89220769428542,14.65618120368191,116.24779012595721
51.09131732917229,88.76593933448166,20.018682404270244,-21.055938255897587
51.85694970730791,72.56427116678547,11.77305130013037,4.925728625556303
51.982181162942275,68.30139322710045,13.047820227381969,21.31860641329061
49.839369216721664,66.11270466152574,7.010630276936695,27.287295121987526
54.02371010258566,76.01882356748742,39.73629093097423,17.001176610187912
58.01465352066727,103.57856853950666,21.72534716850498,-24.23856864998804
57.27631376451491,101.83792070800988,27.983684518777522,-15.207920585559108
70.08969480809644,92.59785574341818,9.710307344534272,-7.037855161964615
65.37863849351683,100.58640456191866,-4.268639366960755,-35.63640563697014
69.79213938774689,80.91849904832092,5.897860832194951,-3.0884981164013965
61.39246778370038,83.2086216250228,17.9575293514292,-31.458622089120787
58.015657517349766,70.99246083980421,-2.445658458879109,0.847539177483597
57.6890994035162,68.69054231997208,-20.579099499073642,12.169457199397542
52.71593888082259,83.19174632006596,-4.335938426483835,0.37825319817903846
49.52870821356409,73.60560790519031,27.1512923196931,105.93439326945028
52.05839851347145,94.61150901784957,22.441600487251726,0.6284907938382958
56.75750667168562,90.79941901102613,-11.107507261896359,-3.7394189377261
56.63462581956013,87.65001922567421,2.6853753285046054,94.79998091488855
49.76073125104552,100.87148344281015,33.13926706777482,34.61851600491629
58.465272257208724,89.17765840875225,14.74472805056277,314.422340892095
57.573878122520384,116.46782922169314,23.706122391982703,-23.807829115100844
67.75274803747945,97.85454038370335,14.737250211770274,31.845459529436653
60.75023464173404,127.74157655470266,-8.68023505086898,-53.64157662739326
59.596705017135946,102.24038231356425,9.83329544853089,90.70961668292227
65.5817467244642,105.10458256810006,-29.111747037615487,-18.224582530341536
59.74546634160819,111.10994945713158,60.01453329063786,47.260048609875625
76.04429485933639,218.37913265714616,-37.134294994615196,-127.0491326791107
59.282841353937755,238.36632733776187,-2.3128419125811277,-165.28632841618725
79.79903688579056,219.78233954046567,-15.779038282746896,-152.08234034063273
78.43633036187047,150.23525894134195,-26.216330091577923,7.544741690277505
77.2704220838131,117.39212105522404,23.22957849481486,-44.88212063753187
69.55897084069744,84.88006104025887,-26.978971334196558,206.64994133447448
65.0078926087788,102.87017250709071,-15.377892450981562,-13.280172470456819
64.34104814160737,85.75869290981672,27.19895236992531,-11.758692466030723
63.04509696980813,78.30878809278803,-13.08509770064532,-2.4787888963289646
56.397173156102866,73.4709215683382,-8.507173729539787,243.09907502617716
62.979980187940626,149.3150281842738,-23.37997987914975,-72.4450290505747
55.0951324613985,102.4707512796368,13.95486866642694,33.999248897815306
53.51142154014599,168.0961772623897,3.8285789812880537,365.9238038200655
56.015076448337204,256.5072693078595,4.874922277568949,-153.6572693173531
58.061871156931076,268.3692899888339,-1.4118725691760403,-223.64929130480363
57.85576583202942,234.401712902731,-5.635765561736868,-146.8517124645681
57.08738363508684,165.5858577147601,-4.147383678604697,566.8341410934679
51.685305004443194,183.37236398829822,-19.315304896093735,-126.95236299406943
47.40762370890269,138.58954427122617,-19.66762370837458,62.39046006436007
42.60871023655794,162.8119036038413,-13.208710230249274,-8.571902062539323
32.41789663406141,110.73979790139089,14.83210406451714,-65.71979594079345
32.20981385278584,92.50494202996782,4.790185851331756,-30.994942711813394
31.146105435842905,76.85746360653093,13.81389501948599,-14.987464217293471
35.68351724704407,64.78757517042587,9.706482772602051,265.0424272596458
36.0951432251888,71.66483080472814,9.504857447733947,-2.7348297533625185
39.35158933436212,71.21492482281556,25.488409407822786,400.56506112927366
43.01801316896624,87.82073886901384,5.161986379469198,-21.440739125485834
44.28395169216169,74.64896914933031,27.6460481804221,-19.448970540881575
45.05144757155816,100.07723654353117,-8.701447832407709,-35.5372374314274
42.6096695449608,71.91138133869094,-5.749669283288071,282.1286210457176
42.528235582588735,88.63188279023606,26.071763506954227,82.19811559214631
42.972443040611694,82.55461699162477,-9.98244295421965,-13.934616269580474
37.37292712170654,77.03939645386488,14.687072721785214,-29.75939458324585
42.50405028564953,65.5168653567878,-12.004050231203465,-9.476863365147338
38.05476376189131,64.85703333203055,14.735235515163339,-3.1470326338308325
37.543202128800395,55.90615296526522,24.196797467976232,8.953845941912533
39.47414992048355,55.70945498015607,31.745851502893267,765.7805340678824
46.83216379436902,132.7763172131516,125.61783198970969,860.3836505007658
117.74782344427716,642.0054858084341,538.6021535926561,-220.68548729849715
131.3583242278261,574.2989873733712,-62.09832393633337,-505.72898639308863
124.33077645782839,371.6325759691098,-70.12077581353185,-196.98257415134805
89.88299485323921,340.21448622216565,-1.1129943757492384,212.43550336483338
