a,b,c,d
38.34433238045784,101.45110091076653,11.575667448327764,338.61889122773016
41.85922299068223,192.23699313030625,35.79077579049223,407.7429968290288
52.66469381821755,207.53746648813416,-5.764694188446946,-160.4174657661588
38.90461228283018,118.67485168874992,2.65538728253879,-53.024851217473554
39.747252154597845,112.37270205676342,0.16274769363131014,-42.522702077490464
42.7697837432229,139.32173450238886,7.990216785312327,-74.54173546863548
45.974376285712296,108.19643471488214,-6.474376226571472,-49.58643563293751
32.00759204343218,105.85631939277363,15.192407943175994,-34.066320021294615
39.43796828938256,100.44931333393852,11.352031676045272,468.4806900355441
45.098752003141655,176.10638977855,28.981247920786103,-113.07638993439825
50.67267132943325,73.22020367246157,-1.922671994127434,-18.890201252424852
54.47271227583778,112.05236473247078,146.5372913234422,519.6676287388937
80.86834256255085,301.9102699929279,57.05165964509999,-229.0402690874467
92.98246247865359,130.96821059999843,-2.5824605077054628,-79.21821144092456
65.21887882732834,127.66302411841465,20.751122465050514,-44.96302452012921
61.10867454119881,117.26837531610398,18.711328417877155,-21.908375090616573
50.32360602531065,169.81478979393796,16.016395470448558,-102.95478968926716
44.094922043236025,94.18261938014159,17.305079364912345,-28.51261901499042
38.33093592533051,105.87121215791832,38.41906477928701,-25.541212091734764
45.0792598540509,111.88886759785431,36.36074263678334,-33.80886648972999
55.588855995810334,90.75181060837151,-2.478856164995868,-14.83181014666377
38.11750430282738,98.98746614480221,27.632496291554226,-32.11746730398794
50.344551739931475,90.24353748509816,20.275447262022453,-13.363537274224782
52.329481547478395,86.92448499160895,25.350519664544436,-14.504485330692276
38.25955777412319,81.94198691147484,38.46044349360172,3.0380126964759313
46.66947401675468,89.22169885835248,29.060524875823944,67.72829904732319
46.57151477766395,129.15504187030504,24.568486439584845,-55.06504259528592
51.04407154365752,112.32014391453572,-2.514071072853234,-54.86014236277331
35.992935649319364,105.85631939277363,-1.7229354738404723,-32.52631850658439
32.168845004641476,114.62710103990685,32.71115395612002,62.64290043559669
45.443514992811686,152.06243938714806,19.94648637094714,-82.15243972625073
38.802570036547614,104.56140859836707,26.807430191712747,90.57859370698155
43.06017200503615,129.81064802944024,28.049826781364274,-62.10064880270909
43.989861141040585,84.59477099462039,19.640140324838725,-7.10477038818415
39.890890925477954,99.15324441515303,25.139108213702322,-9.53324400157851
45.80052026765675,82.96905011396031,11.049479720396164,10.430949614652349
41.27279687250319,112.12025394724009,52.487201909531876,-19.10025401843933
56.866403871758955,144.9243733771173,22.873594601025196,-65.58437411170547
44.84962194892306,105.85631939277363,40.41038069450778,-19.226318853801274
52.630513322081384,109.6813136258544,27.169484024487957,-24.121313463152944
53.81977543005704,139.87609891759416,7.290225433551292,-74.92609957511115
44.89724530650112,95.2153394117942,30.79275433688737,-17.385340609486505
45.40742584986724,105.85631939277363,33.94257395540153,-54.10632023369977
48.794315868727395,86.10706833377976,6.775684193594955,-14.267068016819863
38.03224841810146,86.63408939002062,-0.9222484074078992,-5.774089714567268
36.88256790248494,119.39964987690612,11.49743238990056,-35.829650051891605
38.026938637529696,91.58599191873674,38.65306038704931,87.95400598711302
45.75341785838401,139.85730739604574,28.746583163907502,-44.61730713920403
52.950444442531136,103.40002506491416,-7.300443804620599,-16.34002559683988
38.97778231657045,105.85631939277363,20.342216218309993,76.59368123376692
46.2860680398618,120.30878901691179,36.61393099805859,15.181211368072894
59.32440563778522,95.94738662311474,13.885595646478208,307.6526210479949
43.335659348943764,152.66580705364896,37.94434015721838,-60.00580703078532
50.0107107009385,93.42358115088567,32.47929004487146,36.27641968749916
63.97314771942939,135.10221941808317,-11.903147828271003,-61.00221898533273
41.46763752660466,87.06820138604908,27.96236285425229,105.8817943781012
47.784724040927586,115.30021043586576,-11.3147239930993,-28.42021001266461
38.316478861368914,124.62974320455542,81.44352290300174,33.740254430993915
89.33581835349764,111.87877320899162,-50.42581844724548,-20.54877339356507
34.61368534106895,107.26970576628791,22.356315388510147,-34.18970476432747
59.38441948134931,98.7312512554118,4.635580652045377,-31.031250764824122
45.67013798447138,87.11198490478054,6.549862085105794,70.66801707225636
43.42823545554617,114.83538786299748,57.07176256116938,-42.32538746885034
58.57738971960167,70.40664795180042,-15.997389839171696,221.12335989210533
33.950841495619784,122.39392748640716,15.679157788625787,-32.803926913644844
36.8351571157671,89.7231479471254,54.704841420834555,-15.723146983748919
55.97162426012255,105.85631939277363,-6.011623685168921,-30.026319664296352
39.809060874650676,89.17737048235963,8.080939633288338,227.3926304153517
47.91535182848673,229.12643535497813,-8.315352149392673,-152.25643630183606
35.21591730028743,66.8915533940749,33.83408123139591,69.57844663395021
45.84746549425117,173.9142183378331,11.492534278248236,360.10578744332065
39.59629465881914,343.6184201509902,21.293704346331893,-240.76842016724203
58.41783582829622,213.1683846655227,-1.7678350801497658,-168.44838573804924
40.49163937960858,119.43718933142205,11.728360689968596,-31.88718883103364
38.85764085912271,115.33695318798614,14.082359168677904,617.0830459570373
43.03627874095218,327.40368115172384,-10.666278829474052,-270.98367892462625
29.56499212153761,55.290612409335104,-1.8249921285352215,145.6893879665065
29.64221148046723,173.40370887820023,-0.24221149022190502,-19.163709911291818
27.320572143608945,69.6678747802865,19.929428401464786,-24.64787502310336
33.220754151892315,94.35604260326667,3.7792456780615424,-32.84604195836253
31.3746293736224,67.47487031335659,13.585370742957306,-5.604869157118372
34.9818992378568,65.74580817211935,10.408100292406296,264.08418774744985
34.4535551132763,94.39442234875905,11.14644496616868,-25.46442233090214
38.722460013314624,78.21187593808357,26.117539698256728,393.56813076877546
44.39938189720449,143.31698633790606,3.78061765829667,-76.93698610781807
38.93361398395986,72.88001901432733,32.996387374573004,-17.68001757835546
56.06172137134102,105.85631939277363,-19.711721316549976,-41.31631908551773
33.091016317688094,72.03145105067355,3.7689838946334575,282.00855322404266
34.34643287252791,103.92005166741114,34.25356811785484,66.90995007818009
42.72883690702912,111.82497884617753,-9.738837031525257,-43.20497839417381
