a,b,c,d
47.27735332505884,104.01403712341326,2.642646503726766,336.05595501508344
64.07726253159908,241.59008637628958,13.572736249575385,358.38990358304545
70.16295668270841,255.9782119902392,-23.262957052937807,-208.85821126826386
44.60497234952581,72.38841731245861,-3.0449727841568404,-6.738416841182243
49.737379005190846,134.9693880609317,-9.82737915696169,-65.11938808165874
59.3289474687,244.56486172821457,-8.568946940164771,-179.7848626944612
47.296406859628156,133.47838253275359,-7.796406800487333,-74.86838345080895
42.596345381998354,140.8820240799255,4.603654604609822,-69.09202470844647
48.199767148523456,129.5053197065081,2.5902328169043756,439.42468366297453
66.271059676066,279.49310840241833,7.808940247861756,-216.46310855826658
45.56066698541538,89.7320836062122,3.189332349890435,-35.40208118617549
60.08931642965212,136.7688506035163,140.92068716962785,494.95114286784815
111.78505565050253,388.87812913629807,26.13494655714831,-316.00812823081685
84.6977617000241,211.30576711237327,5.7022402709240225,-159.5557679532994
70.31040301684882,100.94220997989845,15.65959827553003,-18.242210381613006
76.71596840929234,230.01249434139126,3.10403454978362,-134.65249411590383
80.23092338956596,180.07204496762844,-13.890921893806748,-113.21204486295764
53.83799963887593,132.23905504916934,7.562001769272442,-66.56905468401817
57.193529467942525,116.30920132838784,19.556471236674994,-35.979201262204285
79.62062346801551,143.6189631832837,1.8193790228187368,-65.53896207515939
80.44466788044784,138.06692096464198,-27.334668049633372,-62.146920502934236
45.91509147038008,104.63267774434789,19.834909124001527,-37.76267890353361
70.822171853755,120.09017654332084,-0.20217285180106614,-43.21017633244746
73.28073049555593,116.2370041088718,4.399270716466901,-43.81700444795513
50.23936359461548,98.98619844357404,26.480637673109428,-14.006198835623266
79.49356597272127,115.66536408609868,-3.76356708014265,41.284633819576996
80.23791128235112,158.82266504831293,-9.097910065102326,-84.7326657732938
69.30530212271555,109.3390385320273,-20.775301651911256,-51.87903698026489
48.437508194963655,88.85549060662031,-14.167508019484764,-15.525489720431068
45.182278878405945,103.82084042487534,19.697720082355552,73.44916105062819
81.80906143164034,164.4504739069298,-16.419060067881517,-94.54047424603247
